Code_recycling,Area,Year,Recycling_Rates,Per_Capita_Recycling,Per_Capita_Reuse,Area_km2,Population,Population_Density,Reuse_Facility_Density,Resource_Recovery_Efficiency,Reuse_Coverage,Number of Reuse Organisations,Number of Charity Shops - 2007,Re-use Activity Weight (tonnes),London_Status,Region_and_Borough,Postcode,recycling_ranking,Code_reuse
E09000021,Kingston upon Thames,2021,48,0.267 %/person,NaN,37.2,179600,"4,828",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000021,Kingston upon Thames,2022,47,0.260 %/person,NaN,37.2,180500,"4,852",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW15,A,00AX
E09000022,Lambeth,2003,12,0.038 %/person,NaN,26.8,315000,"11,754",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,E,00AY
E09000022,Lambeth,2004,16,0.051 %/person,NaN,26.8,313500,"11,698",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,E,00AY
E09000022,Lambeth,2005,22,0.071 %/person,NaN,26.8,311900,"11,638",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,E,00AY
E09000022,Lambeth,2006,23,0.074 %/person,NaN,26.8,310500,"11,586",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,E,00AY
E09000022,Lambeth,2007,25,0.081 %/person,0.654 kg,26.8,308900,"11,526",29.9%,753.7%,93.3%,8,25,202,Core London,South West,SW2,D,00AY
E09000022,Lambeth,2008,26,0.085 %/person,NaN,26.8,307400,"11,470",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,D,00AY
E09000022,Lambeth,2009,27,0.088 %/person,NaN,26.8,305700,"11,407",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,D,00AY
E09000022,Lambeth,2010,28,0.094 %/person,NaN,26.8,297700,"11,108",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,D,00AY
E09000022,Lambeth,2011,28,0.092 %/person,NaN,26.8,304500,"11,362",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,D,00AY
E09000022,Lambeth,2012,23,0.074 %/person,NaN,26.8,309400,"11,545",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,E,00AY
E09000022,Lambeth,2013,21,0.067 %/person,NaN,26.8,312700,"11,668",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,E,00AY
E09000022,Lambeth,2014,28,0.088 %/person,NaN,26.8,316600,"11,813",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,D,00AY
E09000022,Lambeth,2015,29,0.090 %/person,NaN,26.8,320700,"11,966",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,D,00AY
E09000022,Lambeth,2016,29,0.090 %/person,NaN,26.8,323100,"12,056",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,D,00AY
E09000022,Lambeth,2017,30,0.093 %/person,NaN,26.8,324000,"12,090",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,C,00AY
E09000022,Lambeth,2018,30,0.092 %/person,NaN,26.8,325900,"12,160",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,C,00AY
E09000022,Lambeth,2019,32,0.098 %/person,NaN,26.8,326000,"12,164",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,C,00AY
E09000022,Lambeth,2020,36,0.110 %/person,NaN,26.8,327500,"12,220",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,B,00AY
E09000022,Lambeth,2021,35,0.106 %/person,NaN,26.8,328900,"12,272",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,C,00AY
E09000022,Lambeth,2022,31,0.094 %/person,NaN,26.8,330300,"12,325",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW2,C,00AY
E09000023,Lewisham,2003,8,0.026 %/person,NaN,35.1,312600,"8,906",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2004,10,0.032 %/person,NaN,35.1,312000,"8,889",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2005,12,0.039 %/person,NaN,35.1,311200,"8,866",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2006,16,0.052 %/person,NaN,35.1,310300,"8,840",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2007,22,0.071 %/person,1.249 kg,35.1,309000,"8,803",22.8%,1099.7%,25.6%,8,9,386,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2008,21,0.068 %/person,NaN,35.1,307600,"8,764",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2009,17,0.056 %/person,NaN,35.1,305800,"8,712",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2010,18,0.066 %/person,NaN,35.1,272500,"7,764",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2011,17,0.061 %/person,NaN,35.1,276900,"7,889",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2012,20,0.071 %/person,NaN,35.1,280700,"7,997",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2013,18,0.063 %/person,NaN,35.1,285000,"8,120",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2014,17,0.059 %/person,NaN,35.1,290300,"8,271",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2015,18,0.061 %/person,NaN,35.1,295000,"8,405",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2016,18,0.060 %/person,NaN,35.1,298900,"8,516",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2017,22,0.073 %/person,NaN,35.1,301300,"8,584",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E09000023,Lewisham,2018,28,0.092 %/person,NaN,35.1,303500,"8,647",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,D,00AZ
E09000023,Lewisham,2019,27,0.088 %/person,NaN,35.1,305800,"8,712",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,D,00AZ
E09000023,Lewisham,2020,28,0.091 %/person,NaN,35.1,308200,"8,781",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,D,00AZ
E09000023,Lewisham,2021,27,0.087 %/person,NaN,35.1,310300,"8,840",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,D,00AZ
E09000023,Lewisham,2022,23,0.074 %/person,NaN,35.1,312600,"8,906",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE13,E,00AZ
E12000007,London,2003,13,0.002 %/person,NaN,1579.0,7394800,"4,683",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,E,H
E12000007,London,2004,18,0.002 %/person,NaN,1579.0,7432700,"4,707",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,E,H
E12000007,London,2005,21,0.003 %/person,NaN,1579.0,7519000,"4,762",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,E,H
E12000007,London,2006,23,0.003 %/person,NaN,1579.0,7597800,"4,812",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,E,H
E12000007,London,2007,25,0.003 %/person,0.491 kg,1579.0,7693500,"4,872",6.8%,239.2%,38.9%,108,614,3777,London Overall,London,N/A,D,H
E12000007,London,2008,29,0.004 %/person,NaN,1579.0,7812200,"4,948",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,D,H
E12000007,London,2009,32,0.004 %/person,NaN,1579.0,7942600,"5,030",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2010,32,0.004 %/person,NaN,1579.0,8061500,"5,105",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2011,34,0.004 %/person,NaN,1579.0,8204400,"5,196",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2012,34,0.004 %/person,NaN,1579.0,8308800,"5,262",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2013,34,0.004 %/person,NaN,1579.0,8417500,"5,331",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2014,33,0.004 %/person,NaN,1579.0,8539400,"5,408",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2015,33,0.004 %/person,NaN,1579.0,8666900,"5,489",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2016,33,0.004 %/person,NaN,1579.0,8769700,"5,554",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2017,33,0.004 %/person,NaN,1579.0,8825000,"5,589",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2018,33,0.004 %/person,NaN,1579.0,8908100,"5,642",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2019,34,0.004 %/person,NaN,1579.0,8962000,"5,676",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2020,33,0.004 %/person,NaN,1579.0,9026300,"5,716",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2021,33,0.004 %/person,NaN,1579.0,9073600,"5,746",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E12000007,London,2022,33,0.004 %/person,NaN,1579.0,9122900,"5,778",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,London Overall,London,N/A,C,H
E09000024,Merton,2003,15,0.069 %/person,NaN,37.6,217600,"5,787",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,E,00BA
E09000024,Merton,2004,20,0.092 %/person,NaN,37.6,217100,"5,774",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,E,00BA
E09000024,Merton,2005,23,0.106 %/person,NaN,37.6,216600,"5,761",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,E,00BA
E09000024,Merton,2006,25,0.116 %/person,NaN,37.6,215900,"5,742",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,D,00BA
E09000024,Merton,2007,27,0.125 %/person,0.688 kg,37.6,215200,"5,723",13.3%,393.6%,37.2%,5,14,148,Outer London,South West,SW19,D,00BA
E09000024,Merton,2008,30,0.140 %/person,NaN,37.6,214200,"5,697",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,C,00BA
E09000024,Merton,2009,34,0.160 %/person,NaN,37.6,213100,"5,668",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,C,00BA
E09000024,Merton,2010,36,0.181 %/person,NaN,37.6,199100,"5,295",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2011,37,0.185 %/person,NaN,37.6,200500,"5,332",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2012,39,0.193 %/person,NaN,37.6,202000,"5,372",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2013,39,0.192 %/person,NaN,37.6,203600,"5,415",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2014,38,0.186 %/person,NaN,37.6,204600,"5,441",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2015,35,0.170 %/person,NaN,37.6,206000,"5,479",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,C,00BA
E09000024,Merton,2016,36,0.174 %/person,NaN,37.6,206700,"5,497",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2017,37,0.180 %/person,NaN,37.6,206100,"5,481",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2018,39,0.189 %/person,NaN,37.6,206200,"5,484",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2019,42,0.203 %/person,NaN,37.6,206500,"5,492",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2020,41,0.198 %/person,NaN,37.6,207400,"5,516",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2021,42,0.202 %/person,NaN,37.6,208000,"5,532",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,B,00BA
E09000024,Merton,2022,43,0.206 %/person,NaN,37.6,208800,"5,553",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW19,A,00BA
E09000025,Newham,2003,2,0.005 %/person,NaN,36.2,383800,"10,602",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2004,6,0.016 %/person,NaN,36.2,382600,"10,569",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2005,10,0.026 %/person,NaN,36.2,381400,"10,536",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2006,14,0.037 %/person,NaN,36.2,380200,"10,503",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2007,14,0.037 %/person,0.164 kg,36.2,378800,"10,464",11.0%,171.3%,13.8%,4,5,62,Outer London,East,E16,E,00BB
E09000025,Newham,2008,15,0.040 %/person,NaN,36.2,377100,"10,417",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2009,19,0.051 %/person,NaN,36.2,375100,"10,362",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2010,15,0.050 %/person,NaN,36.2,299200,"8,265",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2011,23,0.074 %/person,NaN,36.2,310500,"8,577",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2012,21,0.066 %/person,NaN,36.2,316300,"8,738",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2013,18,0.056 %/person,NaN,36.2,321500,"8,881",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2014,17,0.052 %/person,NaN,36.2,328100,"9,064",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2015,15,0.045 %/person,NaN,36.2,336300,"9,290",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2016,14,0.041 %/person,NaN,36.2,344500,"9,517",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2017,14,0.040 %/person,NaN,36.2,348000,"9,613",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2018,17,0.048 %/person,NaN,36.2,352000,"9,724",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2019,20,0.057 %/person,NaN,36.2,353100,"9,754",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2020,21,0.059 %/person,NaN,36.2,357100,"9,865",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,E,00BB
E09000025,Newham,2021,25,0.070 %/person,NaN,36.2,359200,"9,923",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,D,00BB
E09000025,Newham,2022,26,0.072 %/person,NaN,36.2,361400,"9,983",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,East,E16,D,00BB
E12000001,North East,2003,12,0.005 %/person,NaN,8592.0,2500000,291,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000001,North East,2004,15,0.006 %/person,NaN,8592.0,2507499,292,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000001,North East,2005,21,0.008 %/person,NaN,8592.0,2515022,293,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000001,North East,2006,26,0.010 %/person,NaN,8592.0,2522567,294,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000001,North East,2007,28,0.011 %/person,NaN,8592.0,2530135,294,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000001,North East,2008,31,0.012 %/person,NaN,8592.0,2537725,295,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000001,North East,2009,35,0.014 %/person,NaN,8592.0,2545338,296,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000001,North East,2010,36,0.014 %/person,NaN,8592.0,2552974,297,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000001,North East,2011,38,0.015 %/person,NaN,8592.0,2560633,298,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000001,North East,2012,37,0.014 %/person,NaN,8592.0,2568315,299,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000001,North East,2013,38,0.015 %/person,NaN,8592.0,2576020,300,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000001,North East,2014,38,0.015 %/person,NaN,8592.0,2583748,301,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000001,North East,2015,38,0.015 %/person,NaN,8592.0,2591499,302,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000001,North East,2016,36,0.014 %/person,NaN,8592.0,2599274,303,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000001,North East,2017,35,0.013 %/person,NaN,8592.0,2607072,303,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000001,North East,2018,35,0.013 %/person,NaN,8592.0,2614893,304,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000001,North East,2019,36,0.014 %/person,NaN,8592.0,2622738,305,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000001,North East,2020,34,0.013 %/person,NaN,8592.0,2630606,306,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000001,North East,2021,34,0.013 %/person,NaN,8592.0,2638498,307,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000001,North East,2022,31,0.012 %/person,NaN,8592.0,2646413,308,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000002,North West,2003,14,0.002 %/person,NaN,14165.0,7000000,494,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000002,North West,2004,19,0.003 %/person,NaN,14165.0,7028000,496,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000002,North West,2005,24,0.003 %/person,NaN,14165.0,7056112,498,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000002,North West,2006,29,0.004 %/person,NaN,14165.0,7084336,500,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000002,North West,2007,33,0.005 %/person,NaN,14165.0,7112673,502,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000002,North West,2008,37,0.005 %/person,NaN,14165.0,7141124,504,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000002,North West,2009,38,0.005 %/person,NaN,14165.0,7169688,506,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000002,North West,2010,40,0.006 %/person,NaN,14165.0,7198367,508,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000002,North West,2011,43,0.006 %/person,NaN,14165.0,7227161,510,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2012,44,0.006 %/person,NaN,14165.0,7256069,512,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2013,46,0.006 %/person,NaN,14165.0,7285094,514,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2014,47,0.006 %/person,NaN,14165.0,7314234,516,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2015,47,0.006 %/person,NaN,14165.0,7343491,518,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2016,46,0.006 %/person,NaN,14165.0,7372865,520,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2017,45,0.006 %/person,NaN,14165.0,7402356,523,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2018,45,0.006 %/person,NaN,14165.0,7431966,525,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2019,46,0.006 %/person,NaN,14165.0,7461694,527,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2020,45,0.006 %/person,NaN,14165.0,7491540,529,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2021,46,0.006 %/person,NaN,14165.0,7521507,531,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000002,North West,2022,45,0.006 %/person,NaN,14165.0,7551593,533,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E09000026,Redbridge,2003,9,0.029 %/person,NaN,56.4,313300,"5,555",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,E,00BC
E09000026,Redbridge,2004,16,0.051 %/person,NaN,56.4,313300,"5,555",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,E,00BC
E09000026,Redbridge,2005,17,0.054 %/person,NaN,56.4,313100,"5,551",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,E,00BC
E09000026,Redbridge,2006,19,0.061 %/person,NaN,56.4,312900,"5,548",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,E,00BC
E09000026,Redbridge,2007,22,0.070 %/person,0.217 kg,56.4,312700,"5,544",7.1%,120.6%,24.8%,4,14,68,Outer London,North East,E3,E,00BC
E09000026,Redbridge,2008,26,0.083 %/person,NaN,56.4,312200,"5,535",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2009,32,0.103 %/person,NaN,56.4,311700,"5,527",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,C,00BC
E09000026,Redbridge,2010,28,0.102 %/person,NaN,56.4,275100,"4,878",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2011,33,0.117 %/person,NaN,56.4,281400,"4,989",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,C,00BC
E09000026,Redbridge,2012,29,0.102 %/person,NaN,56.4,284600,"5,046",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2013,29,0.100 %/person,NaN,56.4,288900,"5,122",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2014,29,0.099 %/person,NaN,56.4,293900,"5,211",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2015,28,0.094 %/person,NaN,56.4,297900,"5,282",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2016,27,0.090 %/person,NaN,56.4,301300,"5,342",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2017,24,0.080 %/person,NaN,56.4,301800,"5,351",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2018,25,0.082 %/person,NaN,56.4,303900,"5,388",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2019,25,0.082 %/person,NaN,56.4,305200,"5,411",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2020,25,0.081 %/person,NaN,56.4,307400,"5,450",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,D,00BC
E09000026,Redbridge,2021,31,0.100 %/person,NaN,56.4,308800,"5,475",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,C,00BC
E09000026,Redbridge,2022,31,0.100 %/person,NaN,56.4,310400,"5,504",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E3,C,00BC
